date,schmidt.stability_mean_diff,schmidt.stability_median_diff,schmidt.stability_min_diff,schmidt.stability_max_diff,schmidt.stability_sd_diff
2009-05-29,NA,NA,NA,NA,NA
2009-06-04,NA,NA,NA,NA,NA
2009-06-11,NA,NA,NA,NA,NA
2009-06-17,NA,NA,NA,NA,NA
2009-06-25,NA,NA,NA,NA,NA
2009-07-02,NA,NA,NA,NA,NA
2009-07-09,NA,NA,NA,NA,NA
2009-07-16,NA,NA,NA,NA,NA
2009-07-23,NA,NA,NA,NA,NA
2009-07-30,NA,NA,NA,NA,NA
2009-08-06,-8.086945896708187,-11.464946781913795,-4.847449714240895,-16.227456966642023,-5.37657368214451
2009-08-13,-3.1477924030845656,-1.8271308685784788,16.69601205193669,-18.280721518899668,-5.299399929955307
2009-08-20,105.83612522199962,110.8919430840449,59.74944974999869,123.27406844577331,11.175712312380341
2009-08-27,-117.67396006142758,-122.46348214226578,-79.2862951488782,-125.58318976308635,-7.240529694241651
2009-09-01,-202.7683365320782,-204.82708711659586,-206.65960165999178,-182.73648508437122,4.308880934826728
2009-09-08,-21.56612076758111,-8.977137640279636,-44.73409453028481,-26.217073647406664,8.665060879661254
2009-09-15,-112.76742090150236,-111.79009777082322,-175.1221142440513,-80.49454557898079,19.428483195759718
2009-09-21,-146.41022174543167,-152.5992263524535,-89.01788143381742,-139.51466368892028,-2.432401509482265
2009-09-28,-15.006420034113331,-10.31277735226293,-4.107979941133597,-44.454312707770924,-12.153246328676854
2009-10-05,-5.643160065142499,-6.234615640255742,-0.755672955575149,-13.052025559053806,-2.893858694457756
2010-05-25,NA,NA,NA,NA,NA
2010-06-04,84.06514279507044,65.33081796212414,85.76717618167118,94.94260430289847,-0.9517890208004474
2010-06-10,-154.64816283876058,-150.02324709488954,-157.7827585757546,-165.49022540264508,-5.319687882133829
2010-06-15,-25.510188604072937,-23.555064416908408,-18.79681508728062,-27.134820977304173,9.061894599160642
2010-06-24,159.31675225108228,157.49095351893527,207.22622155699375,149.71510600688774,-9.305261795830651
2010-07-01,-62.5930952375316,-61.10532468657337,-80.93129889797373,-43.803633208231076,9.479460811927732
2010-07-08,198.1304202608158,187.117315245573,179.23703527845626,220.8821703087305,11.393833846505835
2010-07-15,-5.112570898036097,0.6780214195949839,4.00970828133768,-6.993411569092643,-4.716346194232894
2010-07-22,-55.356937106719556,-46.73789129405333,-128.38212920636997,-52.52944003893526,13.518912927754283
2010-07-29,-263.0487232102154,-257.20814776237256,-231.5572475327149,-229.89097609376577,15.695996603475749
2010-08-05,21.463431764799225,24.608965369248438,38.2604514221078,-13.303072376080507,-14.18864831834032
2010-08-12,7.090576768649157,-10.642305211836458,30.160417006718014,23.011352871277325,-11.739801619976788
2010-08-19,-108.76306040701073,-108.28813463873453,-68.42086842882581,-151.21346248095725,-17.179293472472324
2010-08-26,-12.72371487989448,-9.497887256007594,0,-49.95904640962825,-12.49786875969914
2010-09-02,90.71130201765442,94.55899179890244,59.579057728517114,113.67750136848761,14.391782929532356
2010-09-09,-90.82782239855689,-94.55899179890244,-59.579057728517114,-118.8136254729407,-15.012044275690528
2010-09-16,0,0,0,0,0
2010-09-23,5.5154353723424805,0,0,23.24143631714346,7.784333734267684
2010-09-30,-2.3809069585786116,2.451949101555705,0,-11.436496088581888,-4.7037328374599445
2010-10-07,-3.134528413763869,-2.451949101555705,0,-11.804940228561572,-3.0806008968077396
2011-05-26,77.73290862935832,85.274033539174,50.24060090630424,97.52381714721838,14.639251513953731
2011-06-02,155.23267954034992,141.76295062715567,122.3787473349699,189.50949727311865,12.683546209299873
2011-06-10,165.96995084881303,164.42315559182964,172.11175820553012,167.6364281709269,-0.04539582361640626
2011-06-16,-39.34499077289962,-37.524408170573565,-13.398244418208918,-68.15337099987835,-19.368892482104442
2011-06-23,84.71790367702528,83.16470066309432,86.91475895458879,79.65354157108482,0.6400007833343277
2011-06-30,14.942463545166788,21.535232438458138,-2.3404901579978628,13.358708932294803,3.151214387380872
2011-07-07,119.88717049006681,120.37108910510642,85.56030256974094,128.4845336423843,9.395274151684042
2011-07-14,33.27972646582748,27.54147640044073,37.93593593074877,57.45964707659613,4.4102175811732245
2011-07-21,67.20991470328295,61.870680191740576,99.87773570128587,66.68431429923021,-1.4824792959523023
2011-07-28,-26.759542775869022,-19.338702399599242,-15.677253329258178,-51.88789733815997,-11.105677674894556
2011-08-04,-1.5185864185424407,-1.853172104749774,-9.09653614178228,1.1685765822643361,6.3525184990920796
2011-08-11,-12.50135571279975,-12.101323123392945,-11.829213425470982,-19.473180834937125,-8.546947905899676
2011-08-18,-104.48326881826443,-102.16520718412812,-118.91575200743273,-103.74095926273304,1.4265941361405687
2011-08-25,-32.86815698135723,-35.605306197858056,-28.561228478067676,-16.99586588649032,5.321148174538445
2011-09-01,-84.98395664475942,-80.36721447675859,-115.68105370969806,-84.00697064626291,5.838880453645228
2011-09-08,-63.2351556929969,-69.17550734290342,-29.186833863713076,-73.98949948044213,-9.935986565904757
2011-09-15,-33.959331020577395,-29.675759276111506,-91.83876112566873,-2.5449091501691328,16.38479121643457
2011-09-22,-163.36764521523915,-169.60659132099403,-94.92102092275815,-190.09814480192853,-18.0351475614136
2011-09-29,69.35453145630743,75.24731185431963,26.869218529264522,125.25027315217602,25.258817712062612
2011-10-06,-125.09008834984478,-129.39141791208243,-54.56426607547261,-207.47314606568145,-37.11630964349759
2012-05-24,134.06266118891102,132.38838305835466,152.42083545023107,121.86610644800456,-9.100745677744202
2012-05-31,85.73345741393788,84.98723587937161,73.43895403009614,102.8563030910064,14.737546672687335
2012-06-07,-101.5758481209086,-100.21599296123017,-101.01901246193998,-112.95222203718629,-8.586907841465925
2012-06-14,92.82000530157691,92.64070602918204,76.24615609508916,101.45306389979856,8.29883029598872
2012-06-21,136.1402982994735,133.3594103715282,143.7636098112112,145.0150406175096,2.919613612335958
2012-06-28,-89.82271817967563,-89.87123131322085,-84.50119225466153,-91.16124579617724,-8.07835079603981
2012-07-05,118.89140517320561,121.14068549330312,101.96966014346509,109.85472622504193,3.919411397213512
2012-07-12,39.616213303177574,40.40084688602519,58.68199370058426,31.905810315673705,-8.311080980440783
2012-07-19,61.35428106120929,65.11160738261356,61.74360428537017,74.54438581565569,4.777929583687628
2012-07-26,-71.6558697909087,-73.78410013213511,-79.29162828125095,-90.54751420019,-5.512014361805829
2012-08-02,18.50041459147826,17.409170467989952,29.414069125418507,25.70179880653029,-0.1034812017748834
2012-08-09,40.316634853962,33.98123701350221,42.93737752604255,53.73395156045524,5.839115123121655
2012-08-16,0.6734070577707598,7.00559976526813,-12.846793184593253,-17.808907876198987,-5.283807233569579
2012-08-23,-65.2066300674714,-64.27140078041089,-60.5539733374506,-63.95795981593028,0.20214838511022748
2012-08-30,-59.256647432317436,-58.834103698795275,-59.26934182840978,-37.3082162471739,5.361845150309431
2012-09-06,-65.8050505552448,-68.47392683296209,-61.17083649704131,-69.16960746226619,-4.876870185405144
2012-09-13,-119.28498939585427,-118.13960492024728,-152.25707168537102,-120.37392131904085,8.116731525523411
2012-09-20,-218.25142668869626,-225.86961318061344,-184.53817588648687,-205.83810712508807,6.060308951200636
2012-09-27,-22.269962368409786,-18.593788840482315,0,-52.491780683622025,-19.923470541901374
2012-10-05,2.6962346276122893,2.4530642590776504,0,5.185975131567094,2.3151032283911634
2013-05-23,53.02402415917514,57.78482188330747,25.37806969931357,65.4860527208868,10.70490911666769
2013-05-30,-54.61243097109795,-66.53553037898419,-34.56022758346442,-51.99810061000579,-5.241355879794893
2013-06-06,125.12756595682151,130.25536431793765,134.85250333174443,124.06131866401395,-3.8200430490273156
2013-06-13,-52.42548137588415,-51.777865625820084,-61.65321548637442,-62.053569225640075,-0.6531180049167418
2013-06-20,57.605034540582295,60.79016449592467,58.80099714756892,55.975460937761966,1.2265557580689332
2013-06-27,170.80800246053894,165.75498611661294,172.0131996912686,184.77049556353506,2.952136080867106
2013-07-03,40.10464535264521,41.372831220287196,42.64375854901681,52.94936689170504,-0.10404229695546086
2013-07-11,93.93403935182198,93.6076309362993,95.52127277148509,100.44995664840093,-0.630475224501577
2013-07-18,78.34518129630521,76.87235994536547,54.73584616729181,104.46021163323576,2.568064948657053
2013-07-25,-135.13218068519723,-131.79480757599026,-119.57343750820297,-152.47559975384354,-5.001709552838701
2013-08-01,16.327336493192206,14.401965393171167,29.008615985506708,-10.32826441862278,-3.705140921609667
2013-08-08,-93.92378179871781,-92.12330140602455,-94.71683066927335,-100.48686145902457,-1.8072572167390906
2013-08-15,-26.271556486282464,-30.67418076554128,-21.84153433505361,-15.274468788836657,3.469453043003117
2013-08-22,NA,NA,NA,NA,NA
2013-08-29,NA,NA,NA,NA,NA
2013-09-05,NA,NA,NA,NA,NA
2013-09-11,NA,NA,NA,NA,NA
2013-09-18,-144.56951281636054,-144.6672213706444,-160.48654519927737,-152.46668249989685,4.843571265573489
2013-09-25,-110.75606983599049,-107.05787183914984,-74.83153326339642,-144.32902495308414,-17.31937471767397
2013-10-02,36.81297796561862,34.30554212204561,16.05678494305241,60.665795947383394,12.40606141137041
2014-05-29,NA,NA,NA,NA,NA
2014-06-05,NA,NA,NA,NA,NA
2014-06-12,NA,NA,NA,NA,NA
2014-06-19,2.87866094343741,-8.256124239972678,8.752443820867938,29.278189591953492,4.747586794653646
2014-06-26,NA,NA,NA,NA,NA
2014-07-02,NA,NA,NA,NA,NA
2014-07-09,NA,NA,NA,NA,NA
2014-07-17,NA,NA,NA,NA,NA
2014-07-23,NA,NA,NA,NA,NA
2014-07-30,-51.95724198797126,-59.240061672867,-42.82814525578897,-43.11041401943561,-0.9449571533617114
2014-08-06,43.20216207692437,48.14269622374695,16.728632075793655,39.274633945777,2.992057594680581
2014-08-12,-19.46557968077019,-16.666256890375735,-19.94914317214983,-16.23181464712161,-0.5149990608893198
2014-08-20,-79.61000387631344,-92.4299142113232,4.660641841205916,-86.57507326484023,-20.613851135959965
2014-08-27,-6.506550967155306,-1.605234041128142,-54.06322602780725,11.134669911665014,15.582915959056361
2014-09-04,-2.2795583532183628,-16.081483085390005,61.86858575141815,-35.00740744384842,-31.92400505191003
2014-09-10,-20.64666259043844,-27.5128716341506,31.092360758240204,-68.8936836230364,-30.260502994075235
2014-09-17,-239.0309002364549,-230.9677908505855,-246.40544532630517,-235.83221655158,10.599586978832331
2014-09-25,-0.8007144211925832,1.7589835631389974,0,-13.031131881947282,-1.0159121101746749
2014-10-03,-0.9797347274271928,-0.3667550277473275,0,-16.576109045133144,-1.5134088844165898
2014-10-10,-14.726899596268613,-13.314527091364806,0,-36.79918903092396,-10.500555449560874
2015-05-21,NA,NA,NA,NA,NA
2015-05-28,NA,NA,NA,NA,NA
2015-06-05,NA,NA,NA,NA,NA
2015-06-11,NA,NA,NA,NA,NA
2015-06-19,NA,NA,NA,NA,NA
2015-06-25,NA,NA,NA,NA,NA
2015-07-02,NA,NA,NA,NA,NA
2015-07-09,NA,NA,NA,NA,NA
2015-07-16,NA,NA,NA,NA,NA
2015-07-23,NA,NA,NA,NA,NA
2015-07-30,NA,NA,NA,NA,NA
2015-08-06,NA,NA,NA,NA,NA
2015-08-13,NA,NA,NA,NA,NA
2015-08-20,89.11334350244948,83.70940979412723,51.574949744505034,110.69459155676952,10.357910481430153
2015-08-25,-2.020561842363634,-9.533972387759036,91.37853820481149,-2.3011979855330083,-11.713925255307323
2015-09-03,-34.661468704129504,-36.52301470923919,-27.24210436887131,-40.89926694121277,1.209083423269412
2015-09-10,-38.36534465270216,-33.78830022619616,-30.468881978555913,-40.13356348665718,-3.4343712739945715
2015-09-17,-207.52134049706336,-219.7972254111291,-200.47183639515802,-173.00724779160288,3.438366178454075
2015-09-24,-47.42685166633461,-34.66263721611538,-31.464160210722472,-107.20057373861756,-11.51434887018679
2015-10-02,NA,NA,NA,NA,NA
2016-05-26,117.00039310699533,129.48323080078293,70.43569494936864,154.07441256704806,29.561284521370034
2016-06-03,117.9849317072204,118.40246901017252,117.46671586071349,123.06589145418363,3.293090172748606
2016-06-09,-62.29523945562937,-62.735768772321705,-95.37721506415554,-40.07688733277814,15.58276708802953
2016-06-16,-112.9171533533345,-119.66508396071367,-117.49250883234329,-93.36706254966742,6.290409823305254
2016-06-23,130.20903224498997,137.10324928082247,147.17889907553848,109.54144863510533,-11.690051340438632
2016-06-30,134.9349444552405,134.5846439330943,126.46013018783304,141.0618247941489,1.4773240887450214
2016-07-07,35.97256648365493,36.826035843244426,52.873412317146574,28.37285464922826,-9.022344062600242
2016-07-14,-37.93604215126618,-40.486669947225664,-62.42556587009966,-20.740395653736527,15.569036771348499
2016-07-21,16.771036099607556,19.923111102751704,42.40410255351077,-13.631460241577315,-16.266466575124117
2016-07-27,57.82715492857608,57.99076204926621,60.95442004043741,56.973533773513225,-0.4273349938233153
2016-08-04,-37.62536652108048,-35.56764405324196,-31.560433969455858,-76.6057813229512,-7.375504562236369
2016-08-10,1.6126953772208026,-3.310264746153564,10.986223170848916,4.009164048339869,-4.996494771192575
2016-08-15,26.344038661647687,19.703951585707273,23.221330828182886,43.10855245210752,6.79527529347315
2016-08-22,-147.71000251793276,-149.55915853396084,-213.50380271278826,-102.08188770989995,23.23793692381923
2016-08-31,-41.779133032480985,-52.79785395236172,-27.05543815551269,-35.50152538137962,1.8045437697382702
2016-09-07,-112.2663767622432,-102.03576330070257,-123.73432669115181,-70.7347885022919,2.697621776575499
2016-09-14,-81.72124800765245,-86.58508100354297,-83.88188765955977,-17.06152075665949,14.250335722999008
2016-09-21,-11.019246166064868,-17.22066127875094,8.91504486036187,-129.209652220314,-18.719950665605456
2016-09-28,-49.48255779607819,-41.94014562689774,-8.91504486036187,-91.01484841648734,-24.09784843799137
2016-10-05,2.1646020813786353,0,0,16.416872223346935,3.6121891049020944
